sample_id,file,sample,taxon_group,verbatim_name,code,Name,Comment,Notes (change to Internal only notes?),Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,additional species comments,pbdb_taxon_id,Corrections to pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,path,normalized_name
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Lonchosphaera spicata,,,,,,,Lonchosphaera,,,,spicata,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",85178,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Lonchosphaera spicata
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Poulpus spp.-like,,Poulpus spp.,,,,,Poulpus,,,,spp.,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",614,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Poulpus spp.
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Lithostrobus cuspidatus,,,,,,,Lithostrobus,,,,cuspidatus,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",561,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Lithostrobus cuspidatus
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Gondwanaria dogieli,,,,,,,Gondwanaria,,,,dogieli,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",432661,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Gondwanaria dogieli
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Tetraplecta pinigera/Euscenium corynephorum,,Plagiacanthidae indet.,,,Plagiacanthidae indet.,,,,,,,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"". ""Plagiacanthidae indet."" was listed as ""Tetraplecta pinigera/Euscenium corynephorum"" without an abundance value",66455,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Plagiacanthidae indet.
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Litharachnium tentorium,,,,,,,Litharachnium,,,,tentorium,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",86161,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Litharachnium tentorium
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Streblacantha circumtexta,,,,,,,Streblacantha,,,,circumtexta,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",452867,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Streblacantha circumtexta
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Eucyrtidium teuscheri,,,,,,,Eucyrtidium,,,,teuscheri,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",515,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Eucyrtidium teuscheri
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Verticillata hexacantha,,,,,,,Verticillata,,,,hexacantha,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",452868,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Verticillata hexacantha
203528,374_U1525A_radiolarians.csv,374-U1525A-1H-1-IW_MUDLINE,radiolarians,Cypassis irregularis,,,,,,,Cypassis,,,,irregularis,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",84738,,,,,,,,,,,,,,,,LIMS/Micropal_CSV_2/374_U1525A_radiolarians.csv,Cypassis irregularis
