Exp,Site,Hole,Core,Type,Section,Top Depth [m],Preservation,Group Abundance,Marine,Actinocylus actinochilus,Actinocylus karstenii,Actinoptychus bipunctatus,Actinoptychus senarius,Coscinodiscus radiatus,Delphineis spp.,Diploneis splendida,Fragilariopsis cylindrica,Fragilariopsis fossilis,Fragilariopsis kerguelensis,Fragilariopsis obliquecostata,Grammatophora sp.,Hemidiscus karstenii,Hemidiscus sp. 1 of Zielinski & Gersonde (2002),Hyalodiscus sp.,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Stephanopyxis turris,Stephanopyxis spp.,Thalassiosira eccentrica,Thalassiosira fasciculata,Thalassiosira gracilis,Thalassiosira lentiginosa,Thalassiosira oestrupii,Thalassiosira spp.,Thalassiothrix longissima,,Coastal upwelling,Resting spores of Chaetoceros,,Coastal,Paralia sulcata,Thalassionema nitzschioides,,Fresh or brackish water,Aulacoseira granulata,Cocconeis fasciolata,Cyclotella spp.,Navicula spp.,Nitzschia? sp. 1,Pinularia sp.,Pleurosigma directum,Comments,,,,,,Top [cm],Bottom [cm],Bottom Depth [m],A/W
317,U1352,A,1,H,CC,4.21,-,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,A,2,H,CC,13.67,-,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,A,3,H,CC,23.10,-,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,A,4,H,CC,33.43,-,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,A,5,H,CC,43.06,-,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,1,H,CC,8.16,P,R,,,,,,R,,,X,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,
317,U1352,B,2,H,CC,17.70,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,3,H,CC,27.41,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
317,U1352,B,4,H,CC,37.38,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,B,5,H,CC,46.70,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,6,H,CC,55.76,P,R,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,R,X,,,,,,,X,,,,,,,,,,,,
317,U1352,B,7,H,CC,64.92,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,8,H,CC,75.34,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,9,H,CC,84.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,10,H,CC,94.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,11,H,CC,103.74,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,12,H,CC,112.98,M,R,,,,,,,,,,,,R,,,,,,,,,,X,,,,,,,,,,,R,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,13,H,CC,121.10,M,F,,,,,,,,X,F,,X,X,,,,,X,,,,,X,,X,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,
317,U1352,B,14,H,CC,130.86,M,R,,,,,,,,,,,R,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,
317,U1352,B,15,H,CC,141.70,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,16,H,CC,150.79,M,F,,,,,,,,,F,,F,,,,,,,,,,,R,X,,R,,,,,R,,,X,R,,,R,R,,,F,X,,,,,,,,,,,
317,U1352,B,17,H,CC,156.10,M,R,,X,,,,,,,,,X,,,,,,,,,,,X,,,X,,,,,X,,,R,,,,,,,,X,,,,,,,,,,,,
317,U1352,B,18,H,CC,164.18,P,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,B,19,H,CC,174.34,M,R,,,,,,X,,X,,,X,X,X,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,20,H,CC,180.38,P,X,,,,,,,,,,,X,,X,,,,,,X,,,X,,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,21,H,CC,189.72,M,F,,,,,,,,R,X,,R,,,,,,,,,,,,,,X,,,,,X,,,X,,,,,,,X,F,,X,,,,,,,,,,
317,U1352,B,22,H,CC,199.08,M,F,,,,X,,,,X,X,,X,,,,,,,,,,,,,,,,,,,R,,,,X,,,,,,F,F,,,,,,,,,,,,
317,U1352,B,23,H,CC,208.67,M,F,,,,,,,,,,X,X,X,,,,,,,X,,,,,,X,X,,,,X,,,R,X,,,,,,,F,,,HO: F. fossilis (>0.67-0.72 Ma),,,,,,,,,
317,U1352,B,24,H,CC,217.96,M,F,,,,,,,,,,,X,,,,,X,X,,,,,X,,,R,X,,,,F,,,F,X,,,,,,,X,,,,,,,,,,,,
317,U1352,B,25,H,CC,227.58,M,R,,,,,,,,X,,,X,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,26,H,CC,235.48,M,F,,,,,,,,X,X,X,X,,,,,,X,,,,,X,,,X,X,,,,X,,,X,X,,,,,,X,R,,,,,,,,,,,,
317,U1352,B,27,H,CC,246.08,M,F,,,,,,X,,,,,X,,,,,X,X,,,,,,,,X,X,,,,X,,,F,X,,,,,,,X,,,,,,,,,,,,
317,U1352,B,28,H,CC,250.86,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,29,H,CC,257.40,P,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
317,U1352,B,30,H,CC,267.16,P,X,,,,,,,,,X,,X,,,,,,,,X,,,,,,X,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,31,H,CC,272.44,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,32,H,CC,280.84,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,B,33,H,CC,288.17,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,34,H,CC,292.86,P,X,,,,,,,,,X,,R,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,X,,,,,,,,,,,,,
317,U1352,B,35,H,CC,295.24,M,R,,,,,,,,,,,X,,,,,,,,,,,X,,,X,X,,,,R,,,R,R,,,,,,X,,,,,,,,,,,,,
317,U1352,B,36,H,CC,297.01,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,37,X,CC,299.87,P,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,B,38,X,CC,311.09,M,R,,,,,,,,,X,,,,,,,,,X,X,,,X,,,X,X,,,,R,,,X,X,,,,,,X,X,,,,,,,,,,,,
317,U1352,B,39,X,CC,321.85,P,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,
317,U1352,B,40,X,CC,330.84,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,41,X,CC,341.28,P,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,,,,,,,
317,U1352,B,42,X,CC,348.87,P,X,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,X,R,,,,,,X,,,,,,,,,,,,,
317,U1352,B,43,X,CC,360.39,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,44,X,CC,370.16,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,45,X,CC,378.83,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,46,X,CC,389.42,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,47,X,CC,398.98,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,48,X,CC,408.38,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,49,X,CC,412.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,50,X,CC,427.48,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,51,X,CC,437.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,52,X,CC,446.85,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,53,X,CC,456.04,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,54,X,CC,464.03,P,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,B,55,X,CC,470.06,M,F,,,X,,,,,,,X,X,,,,,,,X,,,,X,,X,,X,,,,R,,,,R,,,,,,,X,,,HO?: A. karstenii (>1.59-1.87 Ma),,,,,,,,,
317,U1352,B,56,X,CC,485.59,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,57,X,CC,492.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,58,X,CC,504.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,59,X,CC,507.43,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,60,X,CC,514.94,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,61,X,CC,525.69,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,62,X,CC,542.92,M,R,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,63,X,CC,552.56,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,64,X,CC,557.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,65,X,CC,562.67,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,66,X,CC,572.63,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
317,U1352,B,67,X,CC,573.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,68,X,CC,583.91,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,69,X,CC,591.13,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,70,X,CC,601.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,71,X,CC,614.88,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,72,X,CC,626.58,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,73,X,CC,638.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,74,X,CC,648.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,75,X,CC,658.28,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,76,X,CC,667.79,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,77,X,CC,670.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,78,X,CC,679.86,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,79,X,CC,687.84,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,80,X,CC,703.59,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,81,X,CC,710.73,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,B,82,X,CC,710.74,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,B,83,X,CC,716.09,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,84,X,CC,725.85,P,X,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,R,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,B,85,X,CC,740.18,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,86,X,CC,745.28,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,87,X,CC,756.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,88,X,CC,766.09,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,89,X,CC,773.92,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,90,X,CC,783.97,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,91,X,CC,793.38,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,92,X,CC,803.13,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,93,X,CC,812.18,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,B,94,X,CC,822.08,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,C,2,R,CC,576.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,C,3,R,CC,588.04,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,C,4,R,CC,601.23,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,C,6,R,CC,661.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,C,7,R,CC,671.20,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,C,8,R,CC,680.24,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,C,9,R,CC,690.03,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,C,10,R,CC,701.00,M,C,,,,X,,,,,,,,,X,,,X,,,X,,,X,,,,,,,,,,,X,,,,,,C,X,X,,,,,,,,,,,,
317,U1352,C,11,R,CC,709.73,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,C,12,R,CC,719.46,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
317,U1352,C,13,R,CC,728.93,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All barren from Sections 13R-CC to 148R-CC,,,,,,,,,
317,U1352,C,148,R,CC,1917.90,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,1,H,CC,3.55,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,2,H,CC,13.32,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,3,H,CC,22.33,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,4,H,CC,32.60,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,5,H,CC,41.98,X,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,D,6,H,CC,51.26,X,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,D,7,H,CC,60.32,F,M,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,X,,,R,X,,,,,,X,X,,,,,,,,,,,,
317,U1352,D,8,H,CC,70.00,B,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,9,H,CC,79.80,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352,D,10,H,CC,88.92,F,M,,,,,,,X,,X,,X,X,,,,,,,,,,,,X,X,X,,,,X,,,R,,,,,,,,X,,,,,,,,,,,,
317,U1352,D,11,H,CC,98.23,X,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
317,U1352,D,12,H,CC,108.06,X,P,,,,,,,,,,,,,,X,,,,,,,,X?,,,X,X,,,,X,,,R,X,,,,,,X,,,,HO: H. karstenii (0.28-0.33 Ma),,,,,,,,,
317,U1352,D,13,H,CC,117.72,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
