leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
34,320,B,1,0,0.0,15.0,136.00,136.00,136.15,, NANNO OOZE," 10YR6/2-LT GREYISH BROWN,10YR4/3-BROW N",, MODERATELY DEFORMED,,,, TOP 10 CM LT GREY BROWN WHICH GRADES WITHOUT BRE AKDOWN INTO BROWN, SOFT, 00000000,c97d2de2322e4695d26230fb398c0f77
34,320,B,1,0,15.0,30.0,136.00,136.15,136.30,, NANNO OOZE, 10RY4/3-BROWN,,,, RED SEMI OPAQUES,,, SO FT, 00000000,9e02954a587ebb9c1436cf079ba90fb8
34,320,B,1,1,0.0,150.0,136.00,136.30,137.80,, IRON RICH NANNO OOZE," 10YR5/4-YELLOWISH BROWN,10Y R6/4-LT YELLOWISH BROWN,10YR7/4-PALE YELLOWISH BROWN",, MODERATELY DEFORMED,,,," YELLOW BROWN AT TOP,GRADES INTO PL YELLOWISH BROWN AT BOTTOM", FIRM, 00000000,5e5b9857ebcd0bf8ac7fb5b80c4e7b88
34,320,B,1,2,0.0,150.0,136.00,137.80,139.30,, NANNO OOZE," 10YR5/4-YELLOWISH BROWN,10YR4/4-DK YE LLOWISH BROWN,10YR6/6-BROWNISH YELLOW,10YR6/3-PALE B ROWN", ELONGATE MOTTLE AT 132 CM, DEFORMED,," RED SE MI OPAQUES,15-20 PERCENT IN DARK LAYERS 5 PERCENT IN LIGHT",," LIGHT TOP GRADES TO DARKER CENTER,120-150 C M LIGHTER BROWN,GOOD COLOR CORRELATION,RARE BROWNISH YELLOW STAINS AT 90 AND 108 CM", FIRM, 00000000,a11c44ca5f8cc3d910e2d4601f5a69d0
34,320,B,1,3,0.0,150.0,136.00,139.30,140.80,, NANNO OOZE," 10YR6/3-PALE BROWN,10YR5/4-YELLOWISH BROWN,-YELLOW -BLACK", FEW YELLOW BURROW LIKE MOTTLES,," MOR E THAN AVERAGE NUMBER OF BLACK MAGNANESE OXIDE FLECK S,SEVERAL MICRONODULES",,," UPPER 50 CM PALE B ROWN,GRADING DOWN TO YELLOWISH BROWN", FIRM, 00000000,1e4da1b4a6d2ba8a2923c94d6bcb83ba
34,320,B,1,4,0.0,150.0,136.00,140.80,142.30,, FORAM NANNO OOZE, 10YR5/4-YELLOWISH BROWN,, DEFOR MED,,,, OCCASIONAL LIGHTER+DARKER YELLOWISH BR STREAKS, FIRM, 00000000,c4f704bacd5bff7511df79ef2d91c38e
34,320,B,1,5,0.0,150.0,136.00,142.30,143.80,, IRON BEARING FORAM NANNO OOZE," 10YR5/4-YELLOWISH BROWN,10YR4/4-DK YELLOWISH BROWN", LIGHT MOTTLES+STR EAKS, DEFORMED,,,," UPPER 70 CM YELLOWISH BR,LOWER PAR T DK YELLOWISH BR,TRANSITION OCCURS OVER 5-10 CM", F IRM, 00000000,821be66fc47ee5871852b91bb1dc9e69
34,320,B,1,6,0.0,150.0,136.00,143.80,145.30,, IRON RICH NANNO OOZE," 7.5YR3/2,7.5YR4/4,7.5YR4/2, 10YR6/4-LT BROWN", SOME LT BROWN MOTTLES, SLIGHTLY DEFORMED,,,,, STIFF, 00000000,19f2d215317a1e4a590c95bb028e1cb1
34,320,B,1,CC,0.0,0.0,136.00,145.40,145.40,, SEDIMENT, 7.5YR4/4 DK BROWN,,,,,, ABOUT 15 CM OF SEDI MENT RECOVERED, SOFT, 00000000,42a57d4ee3f798f7dfdc0297994597cf
34,320,B,2,1,10.0,84.0,145.50,145.60,146.34,, IRON RICH NANNO OOZE," 10YR4/3-BROWN,10YR5/4-YELLO WISH BROWN,10YR3/2-DK BROWN"," BADLY MIXED+MOTTLED,DK BROWN STREAKS", DEFORMED,,,,, SOFT, 00000000,b8d17fb7e4ea405fc3235e4a585669b8
