Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links
361,U1475,B,1,1-1,H,1,W,75/75-NANNO,0,0,0.75,0.75,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",M [P41],A [A112],,C [A113],,C [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,F [A113],,,,
361,U1475,B,1,1-2,H,2,W,75/75-NANNO,0,0,2.25,2.25,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,F [A113],,C [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,F [A113],,,,
361,U1475,B,1,1-3,H,3,W,75/75-NANNO,0,0,3.75,3.75,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,C [A113],,A [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,F [A113],,,,
361,U1475,B,1,1-4,H,4,W,45/45-NANNO,0,0,4.95,4.95,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,F [A113],,C [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,F [A113],,,,
361,U1475,B,1,1-CC,H,CC,PAL,NANNO,0,5,6.37,6.42,"B Emiliania huxleyi (Gradstein et al., 2012)",B,0.29,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",M [P41],A [A112],,C [A113],C [A113],,A [A113],,,,,,,,,,,R [A113],C [A113],,F [A113],,,,,,,,,,,,C [A113],,,,,,F [A113],,F [A113],,,,,F [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,F [A113],,,,
361,U1475,B,2,2-2,H,2,A,75/75-NANNO,0,0,8.65,8.65,,,,NN20 [G12],"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G [P41],A [A112],,F [A113],A [A113],A [A113],A [A113],,,,,,,,A [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],verify Ehux in SEM,,,
361,U1475,B,2,2-4,H,4,A,75/75-NANNO,0,0,11.65,11.65,,,,NN20 [G12],"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G [P41],A [A112],,,A [A113],A [A113],A [A113],,,,,,,,A [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],acme of Gephyrocapsa,,,
361,U1475,B,2,2-6,H,6,A,75/75-NANNO,0,0,14.65,14.65,,,,NN20 [G12],"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G [P41],A [A112],,,A [A113],A [A113],A [A113],,,,,,,,A [A113],,,,F [A113],,F [A113],,,,,,,F [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],acme of Gephyrocapsa,,,
361,U1475,B,2,2-CC,H,CC,PAL,NANNO,0,5,16.02,16.07,"T Pseudoemiliania lacunosa (Gradstein et al., 2012)",T,0.44,NN19 - NN20 [G12],"NN19 - Pseudoemiliania lacunosa - NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G [P41],A [A112],,,C [A113],F [A113],A [A113],,,F [A113],C [A113],,,,,,,F [A113],F [A113],,F [A113],,,,,,,,,,,,C [A113],,,,,,F [A113],,,,,,,R [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,,
361,U1475,B,3,3-1,H,1,W,75/75-NANNO,0,0,16.65,16.65,,,,NN19 [G12],"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A [A112],,,,,A [A113],,,,C [A113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A113],,,,
